emb_col1_1,emb_col1_2,emb_col1_3,emb_col1_4,emb_col1_5,emb_col1_6,emb_col1_7,emb_col1_8,emb_col1_9,emb_col1_10,emb_col2_1,emb_col2_2,emb_col2_3,emb_col2_4,emb_col2_5,ranks,BR_INS,LD_INS,SR_INS,TOT_INS,L1_LDM,L1_STM,L2_LDM,L2_STM,FP_SINGLE,FP_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,MEM_WCY,rp
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,8876712.329,11150684.93,1589041.096,30821917.81,0,0,0,0,0.01369863,3622.712329,13368.06849,679.1643836,29.57534247,27397.26027,0.332
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15781250.0,25093750.0,7468750.0,69437500.0,0,0,0,0,0.984375,1975172.781,3831526.828,116859.9219,10521.07813,593750.0,0.285591767
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,9287671.233,11643835.62,1726027.397,32273972.6,0,0,0,0,0.01369863,7577.205479,16587.67123,679.1643836,29.57534247,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,3863013.699,4876712.329,739726.0274,13479452.05,0,0,0,0,0.01369863,281.6575342,4973.356164,679.1643836,29.56164384,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7156250.0,13937500.0,6093750.0,36375000.0,0,0,0,0,0.953125,178477.7344,766958.625,116859.9219,10521.03125,531250.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7671232.877,9753424.658,1397260.274,26904109.59,0,0,0,0,0.01369863,37234.23288,75047.69863,679.1643836,29.61643836,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,2958904.11,3643835.616,493150.6849,10191780.82,0,0,0,0,0.01369863,718.3561644,4607.09589,679.1643836,29.5890411,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,9843750.0,18375000.0,7218750.0,50250000.0,0,0,0,0,0.859375,654315.5938,1302132.891,120629.5938,10860.26563,593750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7342465.753,9232876.712,1369863.014,25616438.36,0,0,0,0,0.02739726,1034.561644,16204.42466,679.1643836,29.56164384,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,19437500.0,30093750.0,8812500.0,84250000.0,0,0,0,0,0.8125,2317257.563,4088858.422,109320.5469,9842.6875,562500.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15369863.01,19479452.05,2821917.808,53890410.96,0,0,0,0,0.01369863,4157.383562,34513.0411,679.1643836,29.60273973,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,5726027.397,7260273.973,1041095.89,19890410.96,0,0,0,0,0.02739726,381.8082192,3988.356164,679.1643836,29.56164384,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,12187500.0,20812500.0,6750000.0,55375000.0,0,0,0,0,0.484375,272115.2188,867816.0313,113090.3125,10181.82813,500000.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,21452054.79,26958904.11,3726027.397,74301369.86,0,0,0,0,0.01369863,37225.36986,83656.42466,679.1643836,29.61643836,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6109589.041,7698630.137,1068493.151,21397260.27,0,0,0,0,0.01369863,463.3561644,3762.753425,679.1643836,29.56164384,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15187500.0,25218750.0,7843750.0,67812500.0,0,0,0,0,0.703125,650619.1094,1400261.078,116859.875,10521.0,500000.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,4410958.904,5561643.836,767123.2877,15369863.01,0,0,0,0,0.01369863,1677.917808,11888.67123,679.1643836,29.56164384,27397.26027,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,14406250.0,24687500.0,9000000.0,66468750.0,250000,0,0,0,0.78125,2006658.859,4200660.641,116859.9844,10521.09375,531250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16191780.82,20575342.47,2931506.849,56794520.55,0,0,0,0,0.01369863,6887.821918,16282.42466,679.1643836,29.60273973,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7616438.356,9561643.836,1369863.014,26520547.95,0,0,0,0,0.01369863,269.6849315,3809.246575,679.1643836,29.56164384,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,7343750.0,15187500.0,6031250.0,36750000.0,0,0,0,0,0.78125,253153.2656,770139.0781,116859.9844,10521.03125,500000.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,27780821.92,35205479.45,4958904.11,97178082.19,0,0,0,0,0.01369863,22305.0274,30771.83562,679.1643836,29.61643836,0.0,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,2958904.11,3671232.877,520547.9452,10328767.12,0,0,0,0,0.01369863,1092.589041,6528.027397,679.1643836,29.5890411,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,18406250.0,27468750.0,7406250.0,75250000.0,0,0,0,0,0.78125,686751.3906,1212462.047,120629.5938,10860.26563,593750.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,2904109.589,3698630.137,547945.2055,10273972.6,0,0,0,0,0.01369863,2853.315068,7294.945205,679.1643836,29.5890411,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16468750.0,25343750.0,7625000.0,72656250.0,0,0,0,0,0.71875,2028748.359,4144357.844,113090.3281,10181.89063,593750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,14849315.07,18794520.55,2575342.466,52000000.0,0,0,0,0,0.01369863,4054.027397,26155.50685,679.1643836,29.5890411,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,3972602.74,4904109.589,712328.7671,13753424.66,0,0,0,0,0.01369863,187.8493151,5181.712329,679.1643836,29.56164384,0.0,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6843750.0,13562500.0,5593750.0,36500000.0,0,0,0,0,0.9375,185757.1719,735728.2656,120583.0938,10860.26563,687500.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16849315.07,21315068.49,3041095.89,58958904.11,0,0,0,0,0.01369863,24045.36986,38779.76712,679.1643836,29.61643836,0.0,0.666
1.35009,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.0088869855,0.0,1.2028078,0.28428343,0.7387715,0.0054341126,1,6575342.466,8246575.342,1150684.932,22821917.81,0,0,0,0,0.01369863,660.6849315,4754.013699,679.1643836,29.56164384,27397.26027,0.666
1.35009,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.0088869855,0.0,1.2028078,0.28428343,0.7387715,0.0054341126,1,12406250.0,21500000.0,8593750.0,58906250.0,0,0,0,0,0.96875,779840.6875,1156311.453,116859.9219,10521.0625,625000.0,0.199279712
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,2630136.986,3287671.233,465753.4247,9150684.932,0,0,0,0,0.01369863,3414.561644,6885.027397,679.1643836,29.60273973,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15125000.0,25593750.0,9843750.0,69937500.0,0,0,0,0,0.921875,2056234.672,3776054.172,113090.3281,10181.73438,718750.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,13671232.88,17315068.49,2410958.904,47917808.22,0,0,0,0,0.01369863,7457.808219,19044.08219,679.1643836,29.5890411,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,3041095.89,3835616.438,547945.2055,10712328.77,0,0,0,0,0.01369863,193.260274,5162.328767,679.1643836,29.56164384,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10125000.0,16656250.0,5843750.0,46812500.0,0,0,0,0,0.796875,221407.8281,927063.5,120629.5938,10860.25,406250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,19835616.44,25123287.67,3589041.096,69232876.71,0,0,0,0,0.01369863,31434.34247,48616.34247,679.1643836,29.57534247,0.0,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,1780821.918,2246575.342,328767.1233,6301369.863,0,0,0,0,0.01369863,698.260274,8706.876712,679.1643836,29.5890411,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,12343750.0,20062500.0,6531250.0,54687500.0,0,0,0,0,0.96875,717234.2656,1139449.969,116859.875,10521.0625,656250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10931506.85,13753424.66,1945205.479,38027397.26,0,0,0,0,0.01369863,1221.780822,8492.780822,679.1643836,29.60273973,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16593750.0,26906250.0,10875000.0,76187500.0,375000,0,0,0,0.625,2009436.188,4330504.859,116859.875,10520.98438,625000.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,19123287.67,24136986.3,3452054.795,66657534.25,0,0,0,0,0.01369863,4745.767123,13218.0274,679.1643836,29.60273973,27397.26027,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,767123.2877,931506.8493,136986.3014,2630136.986,0,0,0,0,0.01369863,192.3013699,3243.60274,679.1643836,29.56164384,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,9968750.0,16625000.0,4875000.0,45000000.0,0,0,0,0,0.921875,269766.5,865091.875,116859.9375,10521.0625,500000.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,18164383.56,22958904.11,3287671.233,63616438.36,0,0,0,0,0.01369863,27946.64384,42561.65753,679.1643836,29.61643836,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,4630136.986,5808219.178,821917.8082,16000000.0,0,0,0,0,0.01369863,660.2465753,4813.90411,679.1643836,29.57534247,27397.26027,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,12218750.0,20000000.0,6625000.0,56812500.0,0,0,0,0,0.796875,741398.5781,1319753.313,113090.2656,10181.84375,593750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,3561643.836,4520547.945,657534.2466,12657534.25,0,0,0,0,0.01369863,2049.630137,23426.54795,679.1643836,29.60273973,0.0,0.666
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,17531250.0,27000000.0,8562500.0,76093750.0,0,0,0,0,0.9375,1900796.047,4268571.609,113046.6406,10181.89063,468750.0,0.166
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,14602739.73,18438356.16,2630136.986,51041095.89,0,0,0,0,0.02739726,13693.90411,25007.41096,679.1643836,29.60273973,27397.26027,0.332
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,0.0,0.0,0.0,54794.52055,0,0,0,0,0.01369863,437.739726,4514.835616,679.1643836,29.56164384,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,13781250.0,23062500.0,7281250.0,60593750.0,0,0,0,0,0.59375,216924.6563,841512.7344,120629.5938,10860.26563,593750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,20273972.6,25506849.32,3698630.137,70246575.34,0,0,0,0,0.02739726,22788.30137,138377.0274,679.1643836,29.63013699,27397.26027,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,1260273.973,1561643.836,219178.0822,4328767.123,0,0,0,0,0.01369863,380.2739726,5521.767123,679.1643836,29.5890411,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,17281250.0,26843750.0,7500000.0,72218750.0,0,0,0,0,0.953125,763477.8125,1194639.75,120629.5938,10860.28125,593750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6000000.0,7616438.356,1068493.151,20931506.85,0,0,0,0,0.01369863,5474.082192,12387.06849,679.1643836,29.5890411,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16843750.0,27312500.0,9187500.0,78437500.0,593750,0,0,0,0.75,1811949.391,4322019.375,113046.7656,10181.875,750000.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10493150.68,13232876.71,1890410.959,36602739.73,0,0,0,0,0.01369863,4044.69863,31527.90411,679.1643836,29.60273973,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,27397.26027,27397.26027,0.0,82191.78082,0,0,0,0,0.02739726,122.7534247,4229.219178,679.1643836,29.56164384,0.0,0.498498498
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15187500.0,23062500.0,6843750.0,61281250.0,0,0,0,0,0.5625,270582.875,858488.2188,105550.9375,9503.421875,531250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,15616438.36,19726027.4,2794520.548,54575342.47,0,0,0,0,0.01369863,19901.54795,138633.863,679.1643836,29.63013699,0.0,0.498498498
1.35009,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.0088869855,0.0,1.2028078,0.28428343,0.7387715,0.0054341126,1,3342465.753,4219178.082,630136.9863,11726027.4,0,0,0,0,0.01369863,399.6849315,5256.890411,679.1643836,29.5890411,27397.26027,1.0
1.35009,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.0088869855,0.0,1.2028078,0.28428343,0.7387715,0.0054341126,1,9656250.0,16218750.0,6093750.0,46781250.0,0,0,0,0,0.984375,792912.5781,1369656.0,113090.3281,10181.85938,781250.0,0.399759904
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,6986301.37,8821917.808,1232876.712,24273972.6,0,0,0,0,0.01369863,2393.876712,7500.958904,679.1643836,29.5890411,27397.26027,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,12375000.0,20875000.0,8625000.0,58843750.0,468750,0,0,0,0.828125,1956802.813,4100009.188,113090.2656,10181.89063,656250.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,16684931.51,21013698.63,3123287.671,57972602.74,0,0,0,0,0.01369863,5697.273973,33332.06849,679.1643836,29.57534247,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,1369863.014,1698630.137,246575.3425,4602739.726,0,0,0,0,0.01369863,104.8630137,3757.123288,679.1643836,29.57534247,0.0,1.0
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,10218750.0,16375000.0,6250000.0,46718750.0,0,0,0,0,0.6875,198214.2656,685533.8281,113090.2031,10181.85938,718750.0,0.333
1.3500903,0.0,0.0,0.10888297,0.0,0.0,0.0,0.0,0.0,0.008886973,0.0,1.2028078,0.28428343,0.7387715,0.005434109,1,22082191.78,27753424.66,3945205.479,76876712.33,0,0,0,0,0.01369863,22742.84932,78255.49315,679.1643836,29.61643836,0.0,0.498498498
