emb_col1_1,emb_col1_2,emb_col1_3,emb_col1_4,emb_col1_5,emb_col1_6,emb_col1_7,emb_col1_8,emb_col1_9,emb_col1_10,emb_col2_1,emb_col2_2,emb_col2_3,emb_col2_4,emb_col2_5,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,rp
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2426000000.0,3356000000.0,968000000.0,11516000000.0,32000000,12000000,0,0,1556948.0,1461157318.0,1076277724.0,37771,2190229,116000000.0,3.0
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2426000000.0,3356000000.0,968000000.0,11516000000.0,32000000,12000000,0,0,1556449.0,1460442876.0,1077872352.0,37771,2190229,116000000.0,2.666
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2792000000.0,3862000000.0,1114000000.0,13250000000.0,26000000,16000000,0,0,1789740.0,1680159170.0,1238203078.0,37771,2193037,140000000.0,2.252252252
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2792000000.0,3862000000.0,1108000000.0,13250000000.0,38000000,14000000,0,0,1790082.0,1681196754.0,1238368945.0,37771,2193037,136000000.0,2.252252252
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3154000000.0,4360000000.0,1258000000.0,14964000000.0,30000000,16000000,0,0,2021762.0,1896564610.0,1396403653.0,37771,2195719,150000000.0,2.501501502
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3152000000.0,4358000000.0,1258000000.0,14960000000.0,30000000,18000000,0,0,2022435.0,1897379725.0,1397572057.0,37771,2195719,142000000.0,2.501501502
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3434000000.0,4746000000.0,1368000000.0,16294000000.0,36000000,18000000,0,0,2202499.0,2065152466.0,1520600593.0,37771,2197853,170000000.0,2.752252252
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3434000000.0,4746000000.0,1368000000.0,16292000000.0,32000000,20000000,0,0,2202362.0,2065421903.0,1520505953.0,37771,2197855,172000000.0,3.003003003
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3640000000.0,5040000000.0,1452000000.0,17290000000.0,42000000,18000000,2000000,0,2337750.0,2193317921.0,1615712489.0,37771,2199440,180000000.0,3.252252252
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3644000000.0,5036000000.0,1450000000.0,17290000000.0,34000000,18000000,0,0,2338564.0,2191995118.0,1614181110.0,37771,2199439,178000000.0,2.600240096
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3788000000.0,5244000000.0,1512000000.0,17994000000.0,50000000,20000000,0,0,2430175.0,2282039382.0,1680659639.0,37771,2200601,186000000.0,3.252252252
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,3792000000.0,5244000000.0,1514000000.0,17998000000.0,44000000,20000000,2000000,0,2431784.0,2282041862.0,1681138751.0,37771,2200600,186000000.0,3.252252252
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,8200000000.0,19434000000.0,6256000000.0,59954000000.0,202000000,160000000,6000000,4000000,3259234.0,11407387387.0,8376314544.0,37771,2205834,912000000.0,4.818876159
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,8204000000.0,19430000000.0,6256000000.0,59958000000.0,202000000,164000000,6000000,4000000,3259806.0,11407505373.0,8373560008.0,37771,2205834,916000000.0,4.818876159
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,9346000000.0,22146000000.0,7130000000.0,68328000000.0,176000000,186000000,8000000,6000000,3713148.0,13003334800.0,9548958313.0,37771,2210655,1052000000.0,4.214744964
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,9346000000.0,22142000000.0,7130000000.0,68326000000.0,232000000,186000000,8000000,6000000,3713446.0,13005317291.0,9545360358.0,37771,2210655,1064000000.0,4.539704524
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,10432000000.0,24720000000.0,7958000000.0,76272000000.0,208000000,204000000,10000000,6000000,4145484.0,14515349497.0,10651864773.0,37771,2215167,1178000000.0,4.786112302
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,10434000000.0,24722000000.0,7956000000.0,76272000000.0,194000000,208000000,8000000,6000000,4145256.0,14515482284.0,10663130064.0,37771,2215168,1158000000.0,4.71495928
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,12200000000.0,28910000000.0,9304000000.0,89206000000.0,228000000,238000000,12000000,8000000,4848386.0,16975164540.0,12467356577.0,37771,2222505,1360000000.0,5.438859715
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,12208000000.0,28916000000.0,9308000000.0,89202000000.0,224000000,244000000,10000000,8000000,4849573.0,16976720607.0,12466432240.0,37771,2222504,1358000000.0,5.376219055
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,13414000000.0,31788000000.0,10234000000.0,98084000000.0,260000000,268000000,12000000,8000000,5327972.0,18669205808.0,13707819626.0,37771,2227626,1476000000.0,5.824214613
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,13414000000.0,31786000000.0,10232000000.0,98078000000.0,274000000,268000000,12000000,8000000,5328433.0,18667069458.0,13705153244.0,37771,2227626,1534000000.0,5.941757854
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,14330000000.0,33958000000.0,10930000000.0,105000000000.0,274000000,280000000,12000000,8000000,5693421.0,19940213461.0,14646269092.0,37771,2231350,1578000000.0,5.89576753
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,14334000000.0,33956000000.0,10930000000.0,105000000000.0,290000000,282000000,10000000,8000000,5693653.0,19940866966.0,14700631894.0,37771,2231350,1586000000.0,6.166666667
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,43954000000.0,146000000000.0,48920000000.0,431000000000.0,1448000000,1734000000,102000000,74000000,6987658.0,95304034184.0,69996416403.0,37771,2240844,7392000000.0,0.445957999
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,43964000000.0,146000000000.0,48924000000.0,431000000000.0,1494000000,1732000000,80000000,72000000,6993352.0,95305056532.0,69973653799.0,37771,2240843,7534000000.0,0.458333333
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,49292000000.0,164000000000.0,54858000000.0,484000000000.0,1666000000,1944000000,80000000,88000000,7837567.0,107000000000.0,78551812364.0,37771,2249202,9088000000.0,0.49396371
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,49312000000.0,164000000000.0,54870000000.0,484000000000.0,1664000000,1944000000,78000000,72000000,7837189.0,107000000000.0,78542752735.0,37771,2249202,8332000000.0,0.530814815
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,55010000000.0,183000000000.0,61218000000.0,539000000000.0,1722000000,2170000000,90000000,82000000,8728818.0,119000000000.0,87395861298.0,37771,2258117,9440000000.0,0.555533333
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,54990000000.0,183000000000.0,61214000000.0,539000000000.0,1754000000,2168000000,128000000,96000000,8727180.0,119000000000.0,87556119460.0,37771,2258118,9302000000.0,0.555533333
0.0,0.81304437,0.0,0.6445023,0.51660246,0.32323775,0.653066,0.0,0.0,0.6376402,0.43633372,1.071023,0.85970163,0.0,0.0,1,72274000000.0,241000000000.0,80442000000.0,709000000000.0,2392000000,2850000000,116000000,102000000,11482814.0,157000000000.0,115000000000.0,37771,2285302,12154000000.0,0.491508187
0.0,0.81304437,0.0,0.6445023,0.51660246,0.32323775,0.653066,0.0,0.0,0.6376402,0.43633372,1.071023,0.85970163,0.0,0.0,1,72260000000.0,241000000000.0,80436000000.0,709000000000.0,2384000000,2848000000,132000000,130000000,11483660.0,157000000000.0,115000000000.0,37771,2285304,12330000000.0,0.4833
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,83436000000.0,278000000000.0,92846000000.0,818000000000.0,2710000000,3292000000,182000000,146000000,13257360.0,181000000000.0,133000000000.0,37771,2302598,14140000000.0,0.474833808
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,83376000000.0,278000000000.0,92822000000.0,818000000000.0,2714000000,3290000000,128000000,116000000,13252974.0,181000000000.0,133000000000.0,37771,2302599,14426000000.0,0.457745289
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,93430000000.0,311000000000.0,104000000000.0,917000000000.0,3024000000,3688000000,134000000,138000000,14852424.0,203000000000.0,149000000000.0,37771,2318277,15916000000.0,0.451592924
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,93462000000.0,311000000000.0,104000000000.0,917000000000.0,3026000000,3686000000,140000000,134000000,14852316.0,203000000000.0,149000000000.0,37771,2318278,16520000000.0,0.457490196
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,18722000000.0,77512000000.0,27208000000.0,221000000000.0,688000000,712000000,50000000,30000000,30887939.0,77792290434.0,37168079192.0,37771,2189549,5748000000.0,14.70516842
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,18722000000.0,77512000000.0,27208000000.0,221000000000.0,712000000,712000000,40000000,24000000,30885180.0,77796755598.0,37167429328.0,37771,2189547,5680000000.0,14.42213333
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,23430000000.0,96882000000.0,34004000000.0,276000000000.0,842000000,894000000,44000000,28000000,37530644.0,97270317507.0,46548092112.0,37771,2193877,7080000000.0,14.72222222
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,23410000000.0,96868000000.0,33998000000.0,276000000000.0,832000000,886000000,46000000,28000000,37528035.0,97269516692.0,46601606642.0,37771,2193877,7172000000.0,14.28618879
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,28932000000.0,120000000000.0,41974000000.0,341000000000.0,1048000000,1098000000,64000000,38000000,45827495.0,120000000000.0,57354272808.0,37771,2199060,8742000000.0,15.98602902
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,28912000000.0,120000000000.0,41966000000.0,341000000000.0,1046000000,1100000000,88000000,50000000,45820563.0,120000000000.0,57318960230.0,37771,2199060,8646000000.0,15.76511074
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,33672000000.0,139000000000.0,48864000000.0,397000000000.0,1202000000,1278000000,66000000,42000000,52841105.0,140000000000.0,66583516862.0,37771,2203455,10208000000.0,14.6336017
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,33638000000.0,139000000000.0,48848000000.0,396000000000.0,1228000000,1276000000,66000000,40000000,52842274.0,140000000000.0,66520384369.0,37771,2203455,10120000000.0,14.67157831
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,37626000000.0,156000000000.0,54636000000.0,443000000000.0,1354000000,1430000000,78000000,50000000,57829759.0,156000000000.0,74223078074.0,37771,2207296,11358000000.0,14.37563071
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,37640000000.0,156000000000.0,54640000000.0,443000000000.0,1342000000,1432000000,76000000,44000000,57828703.0,156000000000.0,74232723108.0,37771,2207296,11480000000.0,14.43242875
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,40972000000.0,170000000000.0,59530000000.0,483000000000.0,1510000000,1566000000,76000000,46000000,61894902.0,170000000000.0,80802717875.0,37771,2210591,12370000000.0,15.55820123
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,40924000000.0,170000000000.0,59510000000.0,483000000000.0,1508000000,1562000000,112000000,66000000,61886440.0,170000000000.0,80808344848.0,37771,2210591,12452000000.0,15.4583125
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,323000000000.0,1590000000000.0,558000000000.0,4430000000000.0,23698000000,15880000000,2086000000,2114000000,605937214.0,1660000000000.0,769000000000.0,37771,2215571,129000000000.0,0.010124102
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,323000000000.0,1590000000000.0,558000000000.0,4430000000000.0,23714000000,15854000000,2036000000,2060000000,605288880.0,1660000000000.0,769000000000.0,37771,2215571,129000000000.0,0.010073073
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,431000000000.0,2120000000000.0,746000000000.0,5920000000000.0,31732000000,21260000000,3176000000,2858000000,779943430.0,2210000000000.0,1020000000000.0,37771,2230207,173000000000.0,0.007778752
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,431000000000.0,2120000000000.0,746000000000.0,5920000000000.0,31810000000,21198000000,2672000000,2824000000,780217789.0,2210000000000.0,1020000000000.0,37771,2230207,171000000000.0,0.007805751
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,537000000000.0,2650000000000.0,929000000000.0,7370000000000.0,39752000000,26498000000,3776000000,3900000000,909924798.0,2750000000000.0,1270000000000.0,37771,2244601,211000000000.0,0.006818563
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,536000000000.0,2650000000000.0,929000000000.0,7370000000000.0,39754000000,26522000000,3680000000,3552000000,909344312.0,2750000000000.0,1270000000000.0,37771,2244600,216000000000.0,0.006980466
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,580000000000.0,2860000000000.0,1000000000000.0,7970000000000.0,42988000000,28638000000,3726000000,4100000000,954590079.0,2980000000000.0,1370000000000.0,37771,2250458,234000000000.0,0.007022989
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,581000000000.0,2860000000000.0,1000000000000.0,7970000000000.0,42956000000,28624000000,3974000000,4052000000,954452993.0,2980000000000.0,1370000000000.0,37771,2250458,235000000000.0,0.007580553
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,636000000000.0,3140000000000.0,1100000000000.0,8730000000000.0,47078000000,31442000000,4348000000,4064000000,1000674127.0,3260000000000.0,1500000000000.0,37771,2258111,256000000000.0,0.007529566
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,636000000000.0,3140000000000.0,1100000000000.0,8730000000000.0,46828000000,31420000000,4116000000,4368000000,1000579724.0,3260000000000.0,1500000000000.0,37771,2258112,256000000000.0,0.007516501
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,741000000000.0,3660000000000.0,1280000000000.0,10200000000000.0,54730000000,36628000000,4946000000,4740000000,1107051892.0,3800000000000.0,1750000000000.0,37771,2273181,300000000000.0,0.006459251
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,741000000000.0,3660000000000.0,1280000000000.0,10200000000000.0,54558000000,36592000000,5136000000,4920000000,1106701299.0,3800000000000.0,1750000000000.0,37771,2273181,299000000000.0,0.0064273
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,1756000000.0,2510000000.0,734000000.0,8498000000.0,18000000,8000000,0,0,1118229.0,1118039287.0,809434728.0,37771,2188654,98000000.0,10.666
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,1754000000.0,2512000000.0,736000000.0,8502000000.0,24000000,8000000,0,0,1117884.0,1116848268.0,806487653.0,37771,2188656,100000000.0,10.332
0.0,0.81304437,0.0,0.6445023,0.51660246,0.32323775,0.653066,0.0,0.0,0.6376402,0.43633372,1.071023,0.85970163,0.0,0.0,1,2042000000.0,2918000000.0,856000000.0,9888000000.0,30000000,10000000,0,0,1298632.0,1299900069.0,939595815.0,37771,2191342,122000000.0,9.258258258
0.0,0.81304437,0.0,0.6445023,0.51660246,0.32323775,0.653066,0.0,0.0,0.6376402,0.43633372,1.071023,0.85970163,0.0,0.0,1,2042000000.0,2920000000.0,856000000.0,9890000000.0,22000000,10000000,0,0,1299480.0,1300076279.0,938308742.0,37771,2191342,120000000.0,9.009009009
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2200000000.0,3148000000.0,922000000.0,10662000000.0,30000000,10000000,0,0,1400032.0,1401966766.0,1012713190.0,37771,2192865,122000000.0,10.00900901
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2202000000.0,3150000000.0,922000000.0,10660000000.0,34000000,12000000,2000000,0,1400057.0,1400545188.0,1015182301.0,37771,2192864,130000000.0,9.75975976
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2380000000.0,3412000000.0,996000000.0,11550000000.0,30000000,12000000,2000000,0,1517696.0,1516191867.0,1097863627.0,37771,2194669,132000000.0,14.0
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2384000000.0,3412000000.0,998000000.0,11546000000.0,38000000,12000000,0,0,1518686.0,1517516256.0,1098457626.0,37771,2194669,136000000.0,14.0
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2672000000.0,3822000000.0,1120000000.0,12942000000.0,26000000,14000000,0,0,1700048.0,1698003620.0,1230008106.0,37771,2197352,158000000.0,11.76126126
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2672000000.0,3822000000.0,1118000000.0,12944000000.0,38000000,12000000,0,0,1699667.0,1700449752.0,1229324495.0,37771,2197352,160000000.0,11.76126126
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2916000000.0,4172000000.0,1220000000.0,14128000000.0,40000000,14000000,2000000,0,1857673.0,1855232293.0,1339019933.0,37771,2199671,172000000.0,10.40336134
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,2918000000.0,4172000000.0,1222000000.0,14126000000.0,46000000,16000000,2000000,0,1855347.0,1854279639.0,1339390396.0,37771,2199672,170000000.0,13.01201201
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,8380000000.0,20164000000.0,6518000000.0,61854000000.0,200000000,168000000,8000000,6000000,3312123.0,11848127229.0,8459776126.0,37771,2210870,966000000.0,49.6665
0.0,0.8130445,0.0,0.64450234,0.5166025,0.32323772,0.6530661,0.0,0.0,0.6376402,0.43633375,1.071023,0.8597017,0.0,0.0,1,8380000000.0,20168000000.0,6520000000.0,61850000000.0,240000000,168000000,8000000,6000000,3312251.0,11849191558.0,8455499087.0,37771,2210870,980000000.0,50.0
